Year,Brand,Model Tier,OS,Network Type,Dual Sim,Has5G,Battery_mAh,ScreenSize_in,RAM_GB,StorageGB,Camera_MP,Weight_g,CPU_GHz,Resolution_MP,PriceClass
2016,Xiaomi,Flagship, Android,4G,Yes,No,3767,5.52,6,256,48,245,3.16,5.4,3
2021,Google,Midrange,Android,4G,Yes,No,3394,5.96,8,128,64,250,2.38,5.51,2
2020,Google,Flagship,Android#,4G,Yes,No,4347,5.79,8,256,108,244,2.76,4.59,3
2015,Apple,Budget,iOS,3G,No,No,2528,5.06,2,32,24,244,1.56,1.95,0
2015,Nokia,Budget,Android,3G,Yes,No,2518,5.2,3,32,24,230,1.85,1.45,1
2020,Nokia,Budget,Android,4G,Yes,No,3518,5.02,6,128,24,214,1.67,2.78,1
2021,HUAWEI,Midrange, harmonyos,5G,yes$,Yes,4260,5.96,8,256,48,247,2.13,4.51,2
2016,Xiaomi,Midrange,Android,3G,No , No,2892,5.59,6,128,24,246,2.23,3.67,1
2019, Huawei,Flagship,HarmonyOS,4G,Yes,No,3675,6.3,8,256,64,260,2.54,5.23,3
2015,Samsung,buget,android!,3G,Yes,No,2097,4.5,2,32,8,213,1.65,1.94,0
2020,APPLE #, Midrange,iOS,4G!,No,No,3682,5.62,6,256,64,231,2.17,5.01,2
2015,Huawei,Budget,Android,4G,Yes,NO,1977,4.77,3,64,8,236,1.2,2.48,0
2017,Samsung,Budget ,Android,3g ,No,No,2713,5.3,4,32,12,243,1.86,2.49,0
2016,Nokia,Midrange, android,3g , yes,No,2979,5.42,3,128,32,260,1.71,4.17,0
2015, VIVO, budget,Android,4G,Yes,No,3380,5.11,2,64,24,239,1.32,1.45,0
2023,APPLE,flagship,iOS,5g!,No, yes,4374,6.76,8,256,64,251,3.23,5.44,3
2018,OnePlus,Budget,ANDROID ,4G,No,No,3057,5.14,3,128,24,229,1.57,3.11,0
2015,okia#,Midrange,Android, 4G $,Yes, No ,2884,5.54,6,128,32,246,2.37,2.92,1
2021, NOKIA,Budget,Android,4G,No,No !,2746,5.64,8,64,32,221,2.53,4.55,1
2020,Xiaomi, budget ,Android,4G,Yes,No,3365,NA,4,64,32,233,2.23,2.83,0
2024,OnePlus ,Budget,Android,4G,Yes,No,3827,6.01,8,128,48,228,2.09,5.15,2
2022, Samsung,BUDGET!,Android, 4G ,No,No,3121,5.49,6,128,32,223,2.47,4.02,2
2021,Oppo,FLAGSHIP #,android,5G, yes,yes,3945,6.17,8,256,48,260,2.69,5.7,3
2020,Google,Midrange,Android ,5G,No,Yes,3503,5.73,8,128,32,242,2.55,4.55,2
2023,SONY,Flagship,ANDROD,5G, Yes,Yes,4664,6.59,12,256,64,251,2.78,5.98,3
2016,Xiaomi,Budget,Android,4G,Yes,No,2685,4.77,2,32,12,254,1.6,1.18,0
2021,OnePlus,Flagship,Android,4G,Yes,No,3986,6.65,12,256,48,245,2.84,5.69,3
2018,Google,Flagship,Android,4G,Yes,No,4198,5.99,6,256,64,260,2.99,4.42,3
2021,Samsung*,Flagship,adroid,5G,Yes,Yes,3805,6.64,8,256,48,260,2.91,5.67,3
2017,Apple,Budget ,iOS,4G,no ,no,3083,4.89,4,128,24,228,1.75,2.59,0
2018,Xiaomi,Budget,Android,4G,No,NO ,2950,4.99,4,128,24,213,2.32,2.51,1
2018,Xiaomi,Flagshp,android,4G, YES ,No,3875,5.95,8,256,64,227,2.96,5.27,3
2016, samsung,Budget,Android,3G,Yes,No,2183,4.65,2,32,24,235,1.78,2.94,0
2021, Xiaomi,Budget,Android,4G,No,No,3361,5.47,6,128,32,220,2.16,3.05,2
2022,Vivo ,Budget,Android,4G,Yes,No,3305,5.78,6,32,32,199,2.18,4.51,0
2015,Huawei,Midrange,Android, 4g,No,No,3222,5.33,2,128,24,240,2.37,2.12,0
2022,Oppo,NA, Android#,5G , NO#,Yes,3510,5.76,6,32,48,252,2.41,4.37,1
2020,OnePlus,Budet ,Android,4G,yes,NO,2963,5.33,4,128,48,260,1.62,3.21,2
2018,OnePlus,Midrange$,Android,4g ,Yes,No,2980,5.72,4,128,32,243,2.33,3.55,1
2024, sony,Budget,Android,5g,No, Yes ,3072,6.45,6,128,48,260,2.16,4.93,1
2021,oneplus #,Budget,Android,4G,Yes,No,3613,5.92,8,64,48,247,2.24,3.9,1
2019,Sony,Midrange,Android,4G,Yes,No,3582,5.26,6,128,48,229,1.9,4.35,1
2021, oneplus,Budget,Android, 4G,Yes,No,2578,5.5,4,128,24,248,1.88,4.15,0
2016,Xiaomi,Midrange,Android, 4g$,Yes,No,3459,5.56,3,128,32,230,2.15,2.56,0
2019,Sony,flagship,Android,4G, yes,No,3820,6.09,6,256,32,260,2.76,6.0,3
2021,Samsung,Budget,Android, 4G,No,No ,3679,5.97,6,128,48,232,2.07,3.58,1
2016,Google , MIDRANGE,android #,3G,No,No,2979,5.99,4,128,32,246,2.2,3.31,1
2020, amsung,Budget,Android,4G,Yes, no ,3385,5.48,4,32,12,260,2.0,4.19,0
2015,motorola ,Budget,Android,4G,yes,No,2457,4.3,4,32,12,165,1.78,2.82,0
2020,Nokia,Flagship,Android ,5G,no#,Yes,4271,5.89,12,256,64,249,2.76,5.56,3
2017,Nokia,Budget,Android,4G,Yes,No,2318,5.18,4,128,24,237,2.3,2.18,0
2023,Huawei,Budget,NA,4G,No, no*,3744,6.56,6,128,48,256,1.96,3.29,2
2019,Samsung,FLAGSHIP,android,4G,Yes,No,3874,6.16,8,256,48,260,2.93,4.41,3
2018,Xiaomi,Budget,Android,4G ,NO ,No,2858,5.71,6,64,32,260,1.99,3.02,0
2020,Motorola,Midrange,Android,4G,Yes, No,3597,6.32,6,128,48,242,2.24,4.46,1
2022,Samsung ,Midrange,androi,4G,Yes ,No,3599,6.51,8,256,48,260,2.74,5.25,3
2015,ONEPLUS,BUDGET$, ANDROID,4G,No,No,2438,4.41,2,128,16,223,1.69,2.45,0
2018,OnePlus,Budget !, Android , 4G,No,No ,1835,4.9,2,128,16,227,1.59,2.77,0
2016,Samsung,BUDGET,Android,3G,No,No,2702,4.85,3,32,24,225,1.54,2.68,0
2018,oneplus,Budget,Android,4G,Yes,No,2912,5.03,3,64,12,249,1.85,3.05,0
2022,Xiaomi,Midrange,Android,4G,No,NO,3123,6.34,8,128,48,260,2.59,5.47,1
2024,VIVO,Budget, ANDROID,4G,no,No,4206,5.54,6,128,64,243,2.55,3.73,2
2018,Apple,Budget,iOS,4G,No,No,2987,5.97,3,32,24,232,1.81,3.27,1
2022,Apple,Flagship, ios ,5G ,No,Yes,3895,6.49,12,256,64,260,3.32,6.51,3
2022,Xiaomi,Midrange,Android,4G, yes*,No,3430,6.36,8,256,64,233,1.98,5.62,2
2018, xiaomi, Budget, Android, 4g,Yes,No,2770,4.86,4,32,32,216,1.64,3.44,0
2018,Google,midrange,Android,4G,Yes,No,3666,5.62,6,64,32,256,1.99,3.83,0
2015,Sony, Budget*,Android,4G,No, No,2010,4.9,2,64,12,215,1.64,2.3,0
2016,Xiaomi,Budget,Android,4G,No , NO ,3141,5.06,2,32,24,211,1.51,2.4,0
2016,Vivo,Midrange,Android,4G,yes , NO #,3444,5.18,6,128,32,238,2.03,3.25,1
2021,Oppo,Midrange,Android,4G,yes,No,3219,6.24,6,256,64,236,2.91,4.73,2
2021,ONEPLUS,Midrange, Android,4G,Yes,No,3365,6.24,8,128,48,257,2.25,5.06,2
2024,OnePlus,midrange,Android,5G,Yes,Yes,4378,6.25,8,128,48,241,2.77,6.6,1
2017,Samsung,Budget,Android,3G,No,No,2443,5.32,6,128,16,239,2.13,2.89,1
2018,OnePlus,Budget,ANDROID ,4G,No,No,3057,5.14,3,128,24,229,1.57,3.11,0
2018,Sony, BUDGET#,Android,4G,Yes,No,2932,5.58,2,32,24,251,1.67,2.77,0
2015,Xiaomi,Budget,Android,4G,Yes , NO,2778,4.77,2,32,24,215,1.39,2.1,0
2016, Oppo, Midrange,Android,4G,No,no,2379,5.63,3,128,24,255,1.78,3.97,1
2019, Oppo*,MIDRANGE,ANDROID, 4g,No,No,3518,6.24,6,128,48,256,1.77,4.43,1
2022,Samsung,Midrange,Android,4G,Yes,No,4077,6.12,8,256,48,257,2.89,4.9,3
2019,HUAWEI,Midrange,Android,4G,Yes,No,3395,5.86,8,256,48,245,2.04,5.0,3
