,Year,Brand,Model_Tier,Network_Type,Dual_Sim,Has5G,Battery_mAh,ScreenSize_in,RAM_GB,Storage_GB,Camera_MP,Weight_g,CPU_GHz,Resolution_MP,Price_Class
1522,2017,Xiaomi,Budget,4g,yes,no,3058.0,4.89,2.0,32.0,16.0,226.0,1.37,2.93,0
1523,2023,Vivo,Flagship,5g,yes,yes,4471.0,7.2,12.0,512.0,64.0,260.0,3.31,6.49,3
1524,2015,Apple,Budget,4g,no,no,2595.0,4.9,2.0,64.0,8.0,226.0,1.5,1.44,0
1525,2021,Samsung,Flagship,4g,no,no,4092.0,6.7,8.0,256.0,64.0,260.0,2.58,5.0,3
1526,2016,Sony,Budget,3g,yes,no,3102.0,5.25,2.0,32.0,24.0,241.0,1.6,2.51,0
1527,2021,Nokia,Budget,4g,yes,no,3154.0,5.91,6.0,128.0,64.0,236.0,2.43,3.77,3
1528,2020,Vivo,Midrange,4g,yes,no,3317.0,5.57,6.0,128.0,48.0,213.0,2.26181146025878,4.38,2
1529,2024,Oneplus,Flagship,5g,no,yes,4976.0,6.72,12.0,256.0,64.0,257.0,3.18,6.07,3
1530,2022,Google,Budget,4g,yes,no,3593.0,5.93,6.0,128.0,32.0,259.0,2.44,3.51,2
1531,2017,Vivo,Budget,4g,yes,no,2188.0,4.89,3.0,32.0,16.0,228.0,2.22,2.08,2
1532,2016,Xiaomi,Midrange,3g,no,no,3168.0,5.77,4.0,128.0,24.0,260.0,1.95,2.71,0
1533,2018,Samsung,Midrange,4g,yes,no,3374.0,5.5,6.0,128.0,32.0,254.0,2.13,3.38,1
1534,2019,Samsung,Flagship,4g,no,no,3661.0,6.2,6.0,256.0,64.0,251.0,2.74,5.13,3
1535,2017,Apple,Budget,4g,no,no,2455.0,5.15,4.0,32.0,16.0,226.0,1.45,1.86,0
1536,2016,Oppo,Midrange,4g,no,no,2379.0,5.63,3.0,128.0,24.0,255.0,1.78,3.97,1
1537,2024,Samsung,Budget,4g,yes,no,3811.0,5.68,8.0,64.0,48.0,240.0,2.18,4.23,1
1538,2019,Huawei,Midrange,4g,yes,no,3488.0,5.38,8.0,128.0,32.0,260.0,2.64,3.71,2
1539,2023,Samsung,Midrange,4g,yes,no,4084.0,6.37,8.0,128.0,32.0,260.0,2.35,4.62,2
1540,2018,Oppo,Budget,4g,yes,no,2775.0,5.74,2.0,32.0,16.0,251.0,1.56,3.34,0
1541,2020,Samsung,Budget,4g,yes,no,2750.0,5.13,6.0,128.0,32.0,229.0,2.04,3.3,1
1542,2015,Google,Budget,4g,yes,no,2321.0,5.23,3.0,128.0,8.0,238.0,1.89,2.16,0
1543,2024,Samsung,Budget,4g,yes,no,3393.0,5.62,6.0,128.0,24.0,216.0,2.63,4.64,1
1544,2019,Xiaomi,Budget,4g,yes,no,3059.0,4.97,3.0,128.0,24.0,235.0,2.34,3.14,1
1546,2023,Google,Budget,4g,yes,no,3350.0,6.15,8.0,128.0,48.0,228.0,1.98,4.13,1
1547,2024,Oneplus,Midrange,4g,yes,no,3912.0,6.34,8.0,128.0,64.0,260.0,2.87,5.07,2
1548,2016,Samsung,Midrange,3g,yes,no,2693.0,5.17,4.0,128.0,16.0,227.0,2.28,3.0,0
1549,2015,Samsung,Midrange,3g,yes,no,3049.0,5.24,4.0,64.0,24.0,216.0,1.75,4.74,0
1550,2018,Motorola,Midrange,4g,no,no,3482.0,6.32,6.0,256.0,48.0,237.0,2.47,3.06,2
1551,2024,Nokia,Flagship,5g,yes,yes,4028.0,6.65,12.0,256.0,64.0,260.0,3.42,6.81,3
1552,2021,Xiaomi,Budget,4g,no,no,2971.0,5.56,3.0,32.0,64.0,240.0,2.15,4.0,1
1553,2023,Google,Midrange,4g,yes,no,3300.0,6.32,8.0,256.0,64.0,260.0,2.74,4.32,2
1554,2023,Sony,Flagship,5g,yes,yes,4199.0,6.14,12.0,256.0,48.0,249.0,2.91,6.17,3
1555,2016,Google,Midrange,3g,yes,no,3217.0,5.34,6.0,128.0,24.0,242.0,2.23,4.57,2
1556,2019,Samsung,Budget,4g,no,no,2580.0,5.48,4.0,128.0,48.0,226.0,1.7,4.0,2
1557,2015,Samsung,Flagship,4g,no,no,3215.0,5.34,4.0,256.0,48.0,243.0,2.12,3.2,2
1558,2020,Nokia,Budget,4g,yes,no,3228.0,5.62,4.0,64.0,32.0,238.0,1.97,4.39,2
1559,2021,Oppo,Budget,4g,no,no,3829.0,5.75,8.0,32.0,48.0,222.0,1.88,3.24,1
1560,2024,Google,Flagship,5g,no,yes,5565.0,6.86,12.0,256.0,64.0,258.0,3.53,6.9,3
1561,2023,Sony,Flagship,5g,yes,yes,3903.0,6.32,12.0,256.0,108.0,260.0,2.85,6.19,3
1562,2017,Xiaomi,Budget,3g,yes,no,1800.0,4.69,4.0,128.0,16.0,210.0,2.06,1.7,1
1563,2024,Google,Flagship,5g,no,yes,4621.0,6.93,8.0,256.0,48.0,260.0,2.7,5.89,3
1564,2017,Samsung,Budget,3g,yes,no,2846.0,4.87,4.0,128.0,12.0,208.0,1.64,3.0,1
1565,2017,Oneplus,Flagship,3g,yes,no,3082.0,6.21,8.0,256.0,64.0,260.0,2.42,4.23,2
1566,2023,Apple,Midrange,5g,no,yes,3467.0,6.11,8.0,128.0,64.0,252.0,2.61,4.27,3
1567,2017,Google,Budget,4g,no,no,2973.0,4.65,2.0,128.0,32.0,226.0,1.47,3.21,0
1568,2019,Oneplus,Budget,4g,no,no,2845.0,5.36,4.0,128.0,16.0,208.0,2.13,2.95,0
1569,2017,Xiaomi,Midrange,4g,no,no,3308.0,5.31,4.0,256.0,24.0,236.0,2.17,3.86,1
1570,2019,Apple,Budget,4g,no,no,3483.0,5.27,8.0,128.0,32.0,241.78,1.76,3.3,1
1571,2016,Nokia,Flagship,3g,yes,no,3384.0,5.82,8.0,128.0,48.0,255.0,2.45,4.76,2
1573,2015,Oppo,Budget,4g,yes,no,2812.0,4.66,3.0,32.0,8.0,256.0,1.38,2.9,0
1574,2017,Huawei,Midrange,4g,yes,no,3473.0,5.43,4.0,32.0,16.0,230.0,2.38,4.04,1
1575,2015,Nokia,Budget,3g,no,no,2400.0,4.63,2.0,32.0,8.0,225.0,1.47,2.3,0
1576,2017,Oneplus,Midrange,4g,yes,no,3354.0,5.33,8.0,128.0,32.0,243.0,1.9,3.22,2
1577,2018,Xiaomi,Flagship,4g,yes,no,3629.0,6.35,8.0,256.0,32.0,260.0,2.46,5.73,3
1578,2019,Oneplus,Midrange,4g,yes,no,3000.0,5.74,8.0,256.0,16.0,260.0,2.48,4.2,2
1579,2019,Vivo,Budget,4g,no,no,2690.0,5.22,3.0,32.0,24.0,235.0,1.44,2.78,0
1580,2023,Samsung,Budget,4g,yes,no,3258.0,5.76,6.0,256.0,48.0,256.0,1.87,3.49,2
1581,2023,Apple,Midrange,5g,no,yes,4414.0,6.54,6.0,256.0,48.0,241.0,2.94,4.6,2
1582,2015,Samsung,Budget,3g,no,no,2631.0,4.54,6.0,64.0,8.0,232.0,2.02,1.93,0
1583,2023,Motorola,Midrange,4g,no,no,3853.0,6.57,12.0,256.0,48.0,230.0,2.77,5.88,3
1584,2023,Samsung,Midrange,4g,no,no,3903.0,6.53,8.0,256.0,64.0,255.0,2.32,5.17,3
1585,2022,Motorola,Midrange,5g,yes,yes,3752.0,6.27,8.0,256.0,64.0,246.0,3.01,5.53,3
1586,2021,Apple,Midrange,4g,no,no,3542.0,6.17,8.0,128.0,64.0,249.0,2.81,5.45,3
1587,2021,Xiaomi,Midrange,4g,no,no,3178.0,5.93,8.0,256.0,48.0,260.0,1.88,4.3,2
1588,2017,Apple,Budget,4g,no,no,3233.0,5.21,3.0,128.0,24.0,259.0,2.26181146025878,2.16,0
1590,2024,Xiaomi,Midrange,5g,yes,yes,3632.0,7.14,8.0,128.0,64.0,251.0,2.5,5.88,3
1591,2024,Apple,Budget,4g,no,no,3069.0,6.62,4.0,32.0,48.0,260.0,1.82,4.62,1
1592,2022,Xiaomi,Midrange,4g,yes,no,3517.0,6.21,8.0,256.0,48.0,247.0,2.47,4.76,2
1593,2024,Samsung,Midrange,5g,yes,yes,3920.0,6.81,12.0,256.0,64.0,260.0,3.17,5.29,3
1594,2017,Apple,Budget,4g,no,no,2735.0,5.05,4.0,64.0,12.0,205.0,2.01,2.97,0
1595,2019,Vivo,Budget,4g,yes,no,2732.0,5.75,6.0,128.0,32.0,233.0,1.96,2.5,1
1597,2022,Samsung,Flagship,5g,yes,yes,3925.0,6.5,8.0,256.0,64.0,260.0,3.08,5.73,3
1598,2016,Nokia,Budget,4g,yes,no,2252.0,5.61,2.0,32.0,24.0,251.0,1.81,2.84,0
1599,2024,Apple,Midrange,4g,no,no,3826.0,6.61,12.0,128.0,64.0,260.0,2.42,5.91,3
1600,2018,Samsung,Budget,4g,yes,no,3071.0,5.3,3.0,32.0,32.0,223.0,1.89,3.51,0
1601,2016,Oppo,Flagship,4g,yes,no,3931.0,5.73,6.0,256.0,24.0,260.0,2.6,3.61,2
1602,2022,Apple,Budget,4g,no,no,3061.0,6.42,4.0,64.0,24.0,260.0,2.7,4.16,0
1603,2024,Apple,Budget,5g,no,yes,3903.0,5.71,6.0,256.0,48.0,219.0,2.66,5.28,2
1604,2016,Apple,Flagship,4g,no,no,3489.0,5.52,4.0,256.0,48.0,238.0,2.78,4.23,1
1605,2022,Huawei,Budget,4g,yes,no,3935.0,5.54,6.0,64.0,48.0,254.0,2.02,4.45,1
1606,2016,Google,Budget,4g,no,no,2826.0,4.83,3.0,64.0,16.0,205.0,2.04,2.01,0
1607,2020,Sony,Midrange,4g,yes,no,3458.0,5.92,6.0,512.0,48.0,260.0,2.2,4.52,3
1608,2023,Motorola,Midrange,5g,yes,yes,3741.0,6.71,6.0,256.0,64.0,253.0,2.38,5.66,3
1609,2016,Samsung,Midrange,4g,no,no,2728.0,5.25,4.0,128.0,24.0,255.0,2.11,4.16,1
1610,2018,Oppo,Flagship,4g,yes,no,3289.0,5.72,8.0,128.0,32.0,234.0,2.77,5.08,3
1611,2015,Apple,Midrange,3g,no,no,2775.0,5.29,4.0,128.0,32.0,231.0,2.36,2.96,1
1612,2016,Google,Flagship,4g,yes,no,3207.0,5.65,8.0,256.0,32.0,221.0,2.4,3.76,3
1613,2023,Apple,Flagship,5g,no,yes,4608.0,7.1,12.0,256.0,64.0,249.0,2.91,6.53,3
1614,2019,Xiaomi,Budget,4g,yes,no,2234.0,5.75,4.0,128.0,24.0,259.0,2.25,3.55,1
1615,2016,Xiaomi,Midrange,3g,yes,no,2876.0,5.37,6.0,256.0,48.0,256.0,2.23,3.96,3
1617,2022,Motorola,Flagship,5g,yes,yes,4102.0,6.94,8.0,256.0,64.0,260.0,2.86,6.57,3
1618,2019,Apple,Budget,4g,no,no,3279.0,5.74,4.0,32.0,24.0,221.0,2.01,2.38,0
1619,2024,Xiaomi,Midrange,5g,yes,yes,3555.0,6.41,6.0,128.0,48.0,241.0,2.83,5.63,2
1620,2019,Samsung,Midrange,4g,yes,no,3360.0,5.93,8.0,128.0,48.0,240.0,2.12,4.58,2
1621,2019,Samsung,Midrange,4g,yes,no,2932.0,6.31,6.0,128.0,32.0,250.0,2.71,3.62,2
1622,2022,Xiaomi,Midrange,5g,yes,yes,3447.0,5.96,6.0,256.0,48.0,243.0,2.87,4.99,2
1623,2015,Huawei,Midrange,4g,no,no,2926.0,4.71,4.0,64.0,48.0,218.0,2.19,2.78,2
1624,2021,Apple,Midrange,4g,no,no,3429.0,5.83,8.0,256.0,32.0,242.0,2.95,3.97,2
1625,2015,Xiaomi,Budget,3g,yes,no,2680.0,5.25,3.0,64.0,16.0,249.0,1.53,2.68,0
1626,2021,Google,Midrange,4g,yes,no,3507.0,6.21,8.0,256.0,64.0,258.0,2.21,4.85,3
1627,2019,Oppo,Midrange,4g,no,no,3562.0,6.22,6.0,256.0,32.0,252.0,2.39,5.11,2
1628,2018,Samsung,Budget,4g,yes,no,2732.0,4.82,4.0,32.0,16.0,237.0,1.56,2.6,0
1629,2023,Motorola,Budget,4g,no,no,2838.0,5.9,8.0,128.0,32.0,246.0,2.66,3.88,1
1630,2018,Apple,Budget,4g,no,no,2790.0,5.65,6.0,64.0,32.0,221.0,1.49,2.59,0
1631,2021,Oneplus,Budget,4g,yes,no,2875.0,5.2,6.0,64.0,32.0,225.0,2.22,4.18,0
1632,2017,Sony,Midrange,4g,no,no,3279.0,5.12,4.0,128.0,32.0,232.0,1.88,2.78,1
1633,2024,Apple,Budget,4g,no,no,3885.0,6.43,8.0,128.0,48.0,240.0,2.51,4.15,2
1634,2023,Google,Midrange,4g,yes,no,4451.0,6.12,8.0,128.0,64.0,225.0,2.52,5.18,1
1635,2020,Samsung,Midrange,4g,yes,no,3707.0,6.2,8.0,128.0,24.0,229.0,2.53,4.26,2
1637,2023,Vivo,Budget,5g,yes,yes,3430.0,6.36,8.0,256.0,64.0,260.0,1.92,3.59,3
1638,2022,Apple,Midrange,4g,no,no,3789.0,5.82,8.0,256.0,48.0,240.0,2.08,3.97,2
1639,2021,Apple,Midrange,4g,no,no,3675.0,6.21,12.0,256.0,48.0,230.0,2.7,4.19,3
1640,2022,Xiaomi,Midrange,4g,no,no,3575.0,6.3,8.0,256.0,48.0,220.0,2.66,4.76,3
1641,2020,Motorola,Budget,4g,no,no,2642.0,5.63,4.0,32.0,32.0,241.0,2.09,3.27,0
1642,2022,Oppo,Midrange,5g,yes,yes,3271.0,6.35,12.0,128.0,64.0,260.0,2.92,4.03,3
1643,2019,Sony,Budget,4g,yes,no,3332.84,4.88,3.0,128.0,32.0,244.0,1.83,3.58,0
1644,2016,Xiaomi,Flagship,4g,yes,no,3767.0,5.52,6.0,256.0,48.0,245.0,3.16,5.4,3
1645,2021,Google,Midrange,4g,yes,no,3394.0,5.96,8.0,128.0,64.0,250.0,2.38,5.51,2
1646,2020,Google,Flagship,4g,yes,no,4347.0,5.79,8.0,256.0,108.0,244.0,2.76,4.59,3
1647,2015,Apple,Budget,3g,no,no,2528.0,5.06,2.0,32.0,24.0,244.0,1.56,1.95,0
1648,2015,Nokia,Budget,3g,yes,no,2518.0,5.2,3.0,32.0,24.0,230.0,1.85,1.45,1
1649,2020,Nokia,Budget,4g,yes,no,3518.0,5.02,6.0,128.0,24.0,214.0,1.67,2.78,1
1650,2021,Huawei,Midrange,5g,yes,yes,4260.0,5.96,8.0,256.0,48.0,247.0,2.13,4.51,2
1651,2016,Xiaomi,Midrange,3g,no,no,2892.0,5.59,6.0,128.0,24.0,246.0,2.23,3.67,1
1652,2019,Huawei,Flagship,4g,yes,no,3675.0,6.3,8.0,256.0,64.0,260.0,2.54,5.23,3
1653,2015,Samsung,Budget,3g,yes,no,2097.0,4.5,2.0,32.0,8.0,213.0,1.65,1.94,0
1654,2020,Apple,Midrange,4g,no,no,3682.0,5.62,6.0,256.0,64.0,231.0,2.17,5.01,2
1655,2015,Huawei,Budget,4g,yes,no,1977.0,4.77,3.0,64.0,8.0,236.0,1.2,2.48,0
1656,2017,Samsung,Budget,3g,no,no,2713.0,5.3,4.0,32.0,12.0,243.0,1.86,2.49,0
1657,2016,Nokia,Midrange,3g,yes,no,2979.0,5.42,3.0,128.0,32.0,260.0,1.71,4.17,0
1658,2015,Vivo,Budget,4g,yes,no,3380.0,5.11,2.0,64.0,24.0,239.0,1.32,1.45,0
1659,2023,Apple,Flagship,5g,no,yes,4374.0,6.76,8.0,256.0,64.0,251.0,3.23,5.44,3
1660,2018,Oneplus,Budget,4g,no,no,3057.0,5.14,3.0,128.0,24.0,229.0,1.57,3.11,0
1661,2015,Nokia,Midrange,4g,yes,no,2884.0,5.54,6.0,128.0,32.0,246.0,2.37,2.92,1
1662,2021,Nokia,Budget,4g,no,no,2746.0,5.64,8.0,64.0,32.0,221.0,2.53,4.55,1
1663,2020,Xiaomi,Budget,4g,yes,no,3365.0,5.74,4.0,64.0,32.0,233.0,2.23,2.83,0
1664,2024,Oneplus,Budget,4g,yes,no,3827.0,6.01,8.0,128.0,48.0,228.0,2.09,5.15,2
1665,2022,Samsung,Budget,4g,no,no,3121.0,5.49,6.0,128.0,32.0,223.0,2.47,4.02,2
1666,2021,Oppo,Flagship,5g,yes,yes,3945.0,6.17,8.0,256.0,48.0,260.0,2.69,5.7,3
1667,2020,Google,Midrange,5g,no,yes,3503.0,5.73,8.0,128.0,32.0,242.0,2.55,4.55,2
1668,2023,Sony,Flagship,5g,yes,yes,4664.0,6.59,12.0,256.0,64.0,251.0,2.78,5.98,3
1669,2016,Xiaomi,Budget,4g,yes,no,2685.0,4.77,2.0,32.0,12.0,254.0,1.6,1.18,0
1670,2021,Oneplus,Flagship,4g,yes,no,3986.0,6.65,12.0,256.0,48.0,245.0,2.84,5.69,3
1671,2018,Google,Flagship,4g,yes,no,4198.0,5.99,6.0,256.0,64.0,260.0,2.99,4.42,3
1672,2021,Samsung,Flagship,5g,yes,yes,3805.0,6.64,8.0,256.0,48.0,260.0,2.91,5.67,3
1673,2017,Apple,Budget,4g,no,no,3083.0,4.89,4.0,128.0,24.0,228.0,1.75,2.59,0
1674,2018,Xiaomi,Budget,4g,no,no,2950.0,4.99,4.0,128.0,24.0,213.0,2.32,2.51,1
1675,2018,Xiaomi,Flagship,4g,yes,no,3875.0,5.95,8.0,256.0,64.0,227.0,2.96,5.27,3
1676,2016,Samsung,Budget,3g,yes,no,2183.0,4.65,2.0,32.0,24.0,235.0,1.78,2.94,0
1677,2021,Xiaomi,Budget,4g,no,no,3361.0,5.47,6.0,128.0,32.0,220.0,2.16,3.05,2
1678,2022,Vivo,Budget,4g,yes,no,3305.0,5.78,6.0,32.0,32.0,199.0,2.18,4.51,0
1679,2015,Huawei,Midrange,4g,no,no,3222.0,5.33,2.0,128.0,24.0,240.0,2.37,2.12,0
1681,2020,Oneplus,Budget,4g,yes,no,2963.0,5.33,4.0,128.0,48.0,260.0,1.62,3.21,2
1682,2018,Oneplus,Midrange,4g,yes,no,2980.0,5.72,4.0,128.0,32.0,243.0,2.33,3.55,1
1683,2024,Sony,Budget,5g,no,yes,3072.0,6.45,6.0,128.0,48.0,260.0,2.16,4.93,1
1684,2021,Oneplus,Budget,4g,yes,no,3613.0,5.92,8.0,64.0,48.0,247.0,2.24,3.9,1
1685,2019,Sony,Midrange,4g,yes,no,3582.0,5.26,6.0,128.0,48.0,229.0,1.9,4.35,1
1686,2021,Oneplus,Budget,4g,yes,no,2578.0,5.5,4.0,128.0,24.0,248.0,1.88,4.15,0
1687,2016,Xiaomi,Midrange,4g,yes,no,3459.0,5.56,3.0,128.0,32.0,230.0,2.15,2.56,0
1688,2019,Sony,Flagship,4g,yes,no,3820.0,6.09,6.0,256.0,32.0,260.0,2.76,6.0,3
1689,2021,Samsung,Budget,4g,no,no,3679.0,5.97,6.0,128.0,48.0,232.0,2.07,3.58,1
1690,2016,Google,Midrange,3g,no,no,2979.0,5.99,4.0,128.0,32.0,246.0,2.2,3.31,1
1691,2020,Samsung,Budget,4g,yes,no,3385.0,5.48,4.0,32.0,12.0,260.0,2.0,4.19,0
1692,2015,Motorola,Budget,4g,yes,no,2457.0,4.3,4.0,32.0,12.0,165.0,1.78,2.82,0
1693,2020,Nokia,Flagship,5g,no,yes,4271.0,5.89,12.0,256.0,64.0,249.0,2.76,5.56,3
1694,2017,Nokia,Budget,4g,yes,no,2318.0,5.18,4.0,128.0,24.0,237.0,2.3,2.18,0
1695,2023,Huawei,Budget,4g,no,no,3744.0,6.56,6.0,128.0,48.0,256.0,1.96,3.29,2
1696,2019,Samsung,Flagship,4g,yes,no,3874.0,6.16,8.0,256.0,48.0,260.0,2.93,4.41,3
1697,2018,Xiaomi,Budget,4g,no,no,2858.0,5.71,6.0,64.0,32.0,260.0,1.99,3.02,0
1698,2020,Motorola,Midrange,4g,yes,no,3597.0,6.32,6.0,128.0,48.0,242.0,2.24,4.46,1
1699,2022,Samsung,Midrange,4g,yes,no,3599.0,6.51,8.0,256.0,48.0,260.0,2.74,5.25,3
1700,2015,Oneplus,Budget,4g,no,no,2438.0,4.41,2.0,128.0,16.0,223.0,1.69,2.45,0
1701,2018,Oneplus,Budget,4g,no,no,1835.0,4.9,2.0,128.0,16.0,227.0,1.59,2.77,0
1702,2016,Samsung,Budget,3g,no,no,2702.0,4.85,3.0,32.0,24.0,225.0,1.54,2.68,0
1703,2018,Oneplus,Budget,4g,yes,no,2912.0,5.03,3.0,64.0,12.0,249.0,1.85,3.05,0
1704,2022,Xiaomi,Midrange,4g,no,no,3123.0,6.34,8.0,128.0,48.0,260.0,2.59,5.47,1
1705,2024,Vivo,Budget,4g,no,no,4206.0,5.54,6.0,128.0,64.0,243.0,2.55,3.73,2
1706,2018,Apple,Budget,4g,no,no,2987.0,5.97,3.0,32.0,24.0,232.0,1.81,3.27,1
1707,2022,Apple,Flagship,5g,no,yes,3895.0,6.49,12.0,256.0,64.0,260.0,3.32,6.51,3
1708,2022,Xiaomi,Midrange,4g,yes,no,3430.0,6.36,8.0,256.0,64.0,233.0,1.98,5.62,2
1709,2018,Xiaomi,Budget,4g,yes,no,2770.0,4.86,4.0,32.0,32.0,216.0,1.64,3.44,0
1710,2018,Google,Midrange,4g,yes,no,3666.0,5.62,6.0,64.0,32.0,256.0,1.99,3.83,0
1711,2015,Sony,Budget,4g,no,no,2010.0,4.9,2.0,64.0,12.0,215.0,1.64,2.3,0
1712,2016,Xiaomi,Budget,4g,no,no,3141.0,5.06,2.0,32.0,24.0,211.0,1.51,2.4,0
1713,2016,Vivo,Midrange,4g,yes,no,3444.0,5.18,6.0,128.0,32.0,238.0,2.03,3.25,1
1714,2021,Oppo,Midrange,4g,yes,no,3219.0,6.24,6.0,256.0,64.0,236.0,2.91,4.73,2
1715,2021,Oneplus,Midrange,4g,yes,no,3365.0,6.24,8.0,128.0,48.0,257.0,2.25,5.06,2
1716,2024,Oneplus,Midrange,5g,yes,yes,4378.0,6.25,8.0,128.0,48.0,241.0,2.77,6.6,1
1717,2017,Samsung,Budget,3g,no,no,2443.0,5.32,6.0,128.0,16.0,239.0,2.13,2.89,1
1718,2018,Oneplus,Budget,4g,no,no,3057.0,5.14,3.0,128.0,24.0,229.0,1.57,3.11,0
1719,2018,Sony,Budget,4g,yes,no,2932.0,5.58,2.0,32.0,24.0,251.0,1.67,2.77,0
1720,2015,Xiaomi,Budget,4g,yes,no,2778.0,4.77,2.0,32.0,24.0,215.0,1.39,2.1,0
1721,2016,Oppo,Midrange,4g,no,no,2379.0,5.63,3.0,128.0,24.0,255.0,1.78,3.97,1
1722,2019,Oppo,Midrange,4g,no,no,3518.0,6.24,6.0,128.0,48.0,256.0,1.77,4.43,1
1723,2022,Samsung,Midrange,4g,yes,no,4077.0,6.12,8.0,256.0,48.0,257.0,2.89,4.9,3
1724,2019,Huawei,Midrange,4g,yes,no,3395.0,5.86,8.0,256.0,48.0,245.0,2.04,5.0,3
